-0.00195312 0.0478516 0.00195312 
0.0136719 0.152344 -0.0498047 
0.015625 0.154297 -0.0498047 
-0.00976562 0.0449219 -0.015625 
-0.00976562 0.0498047 -0.0146484 
-0.00292969 0.0419922 0.0458984 
-0.000976562 0.0498047 -0.00683594 
0.112305 0.0976562 0.192383 
0.00195312 0.124023 0.0283203 
0.046875 0.119141 0.00292969 
0.00195312 0.0732422 -0.00683594 
0.0136719 0.152344 -0.0498047 
-0.0078125 0.0585938 -0.00878906 
0.0107422 0.0722656 0.00195312 
-0.0078125 0.0576172 -0.00878906 
0.0957031 0.0556641 0.09375 
-0.00195312 0.0537109 -0.0078125 
0.0146484 0.152344 -0.0488281 
-0.0400391 0.125 -0.118164 
0.0136719 0.152344 -0.0507812 
-0.00683594 0.0576172 -0.0078125 
0.0224609 0.130859 -0.0380859 
0.0166016 0.147461 -0.0458984 
0.0117188 0.0488281 0.03125 
0.00390625 0.0371094 0.00878906 
-0.00683594 0.0585938 -0.0078125 
0.00195312 0.0410156 0.00976562 
-0.00683594 0.0576172 -0.0078125 
-0.00292969 0.0634766 -0.0117188 
-0.00683594 0.0585938 -0.0078125 
0.015625 0.155273 -0.0507812 
-0.0078125 0.0556641 -0.00976562 
0.0849609 0.100586 0.0791016 
-0.0478516 0.141602 -0.12207 
0.015625 0.152344 -0.0488281 
0.000976562 0.0585938 0.0078125 
0.0205078 0.135742 -0.0410156 
0 0.0585938 0.00878906 
0.0498047 0.0898438 0.00683594 
-0.00292969 0.0615234 0.00195312 
0.0859375 0.124023 0.0810547 
0.0146484 0.152344 -0.0498047 
0.0820312 0.0869141 0.0517578 
0.015625 0.152344 -0.0488281 
0.00878906 0.0527344 0.0224609 
0.00585938 0.100586 0.00390625 
0.0136719 0.152344 -0.0498047 
0.0185547 0.138672 -0.0283203 
0.0146484 0.152344 -0.0498047 
0.00488281 0.0546875 -0.00390625 
0.0292969 0.0878906 0.0839844 
0.113281 0.0615234 0.125 
0.00878906 0.0527344 0.0224609 
0.0185547 0.143555 -0.046875 
-0.0078125 0.0566406 -0.00878906 
-0.00390625 0.0625 0.000976562 
0.015625 0.15332 -0.0498047 
-0.00488281 0.0410156 -0.00976562 
0.00195312 0.0722656 -0.0214844 
-0.00683594 0.0576172 -0.00683594 
0.0234375 0.150391 -0.0302734 
-0.00292969 0.046875 -0.000976562 
0.00292969 0.0712891 -0.0195312 
0.0361328 0.046875 0.0800781 
-0.00683594 0.0585938 -0.0078125 
-0.00195312 0.0605469 -0.00488281 
-0.00585938 0.0419922 -0.0117188 
0.000976562 0.0683594 -0.0078125 
0.0673828 0.15625 0.0361328 
-0.00878906 0.0478516 -0.0136719 
-0.00683594 0.0507812 -0.03125 
-0.00585938 0.0595703 -0.0263672 
-0.00683594 0.0576172 -0.00683594 
0.0595703 0.0859375 0.0732422 
-0.00878906 0.0449219 -0.0146484 
-0.0126953 0.0751953 -0.0126953 
0.015625 0.152344 -0.0488281 
0.00585938 0.0664062 0.0244141 
-0.00683594 0.0585938 -0.0078125 
-0.00683594 0.0585938 -0.0078125 
0.0126953 0.0078125 0.0214844 
0.0107422 0.0244141 0.0244141 
-0.00878906 0.0693359 -0.0078125 
-0.0263672 0.102539 -0.0419922 
-0.00292969 0.0634766 0.00195312 
0.015625 0.15332 -0.0498047 
