0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9375 0.791016 1.94922 0 0 0 0 0 0 0 0 0 0.0078125 -2.48242
0.15625 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 0.525391
0.15625 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 0.929688
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 0.527344
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.625 1.48047 -0.533203 0 0 0 0 0 0 0 0 0 0.00585938 -0.361328
0.15625 0.53125 3.61719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.078125 0.53125 3.61719 0.0703125 1.15625 0.548828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292969 -1.87109
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.23633
1.16016 0.09375 1.04297 0.652344 0.279297 -3.13281 0.167969 0.46875 -0.921875 0 0 0 0 0 0 0 0 0 0.5625 0.09375 1.04297 0.261719 0.28125 -3.25586 0.0546875 0.09375 -3.13281 0.0527344 0.34375 3.61719 0 0 0 0 0 0 0 0 0 0 0 0 0.0390625 -3.13867
0.410156 0.84375 -0.921875 0.341797 1.4668 2.88086 0 0 0 0 0 0 0 0 0 0 0 0 0.15625 1.4668 2.75977 0.134766 0.78125 -1.04492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0234375 -0.9375
0.25 -0.0332031 -3.74414 0.205078 0.15625 0.548828 0 0 0 0 0 0 0 0 0 0 0 0 0.142578 0.03125 -3.74414 0.125 0.15625 0.548828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 -0.640625
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0117188 3.71289
0.160156 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175781 0.669922
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.625 -0.830078 -2.39453 0 0 0 0 0 0 0 0 0 0.0078125 -1.80859
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25 -0.625 1.75 0 0 0 0 0 0 0 0 0 0 3.27539
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015625 -0.345703
0.210938 -2.30859 3.66016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00390625 -2.3125
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0117188 2.37305
0.15625 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103516 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015625 0.679688
0.470703 -1.97656 -1.71484 0.300781 -1.75 1.34961 0.294922 -2.34375 -1.24023 0.273438 -1.625 -1.84375 0.265625 1.53125 -2.88672 0.238281 -0.0957031 1.28711 0.046875 -0.0957031 1.16211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136719 -1.96484
0.152344 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0117188 0.681641
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.75781
0.15625 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103516 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136719 -0.224609
0.152344 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0117188 0.386719
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0527344 -0.0332031 2.26758 0 0 0 0 0 0 0 0 0 0.46875 -0.796875 0.0546875 0 0 0 0 0 0 0 0 0 0.00585938 -0.984375
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46875 1.44336 1.84375 0 0 0 0 0 0 0 0 0 0.00585938 -0.484375
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0234375 -1.20898
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.625 0.621094 1.88672 0 0 0 0 0 0 0 0 0 0 -2.39453
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.80078
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.05469
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00585938 -3.25195
0.152344 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136719 1.01172
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.285156
0.578125 -0.46875 -2.63867 0.263672 0.716797 1.41016 0.238281 1.21875 -2.63867 0 0 0 0 0 0 0 0 0 0.318359 -0.46875 -2.63867 0.123047 0.716797 1.41016 0.0703125 1.15625 -2.63867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0546875 0.65625
1.0625 -1.2207 -1.41406 0.888672 0.03125 2.75977 0.234375 -2.85742 -0.201172 0.21875 -0.21875 3.37305 0 0 0 0 0 0 0.574219 0.03125 2.75977 0.464844 -1.2207 -1.53711 0.107422 -0.15625 3.37305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015625 1.69141
0.152344 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103516 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015625 0.683594
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0585938 1.15625 3.00586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136719 -0.5625
0.144531 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0996094 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015625 -0.0546875
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0527344 1.15625 3.00586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 -0.855469
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0957031 -1.3457 -3.375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 0.625
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0585938 1.15625 3.00586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00390625 -1.23047
0.355469 0.78125 0.183594 0.203125 -0.46875 -3.375 0 0 0 0 0 0 0 0 0 0 0 0 0.189453 0.78125 0.0605469 0.107422 -0.46875 -3.375 0 0 0 0 0 0 0.625 0.654297 3.13867 0 0 0 0 0 0 0 0 0 0.0078125 0.359375
0.15625 -1.46875 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103516 -1.4707 -3.13281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078125 0.638672
