0.00585938 0.0488281 0.0107422 
0.0214844 0.151367 -0.0410156 
0.0224609 0.15332 -0.0419922 
-0.000976563 0.0478516 -0.00585938 
-0.00292969 0.0517578 -0.00683594 
0.000976563 0.0419922 0.0546875 
0.00585938 0.0537109 -0.000976563 
0.117188 0.101563 0.196289 
0.00683594 0.128906 0.0361328 
0.0527344 0.12207 0.0078125 
0.00976563 0.0751953 0.00195313 
0.0214844 0.151367 -0.0410156 
0 0.0625 0 
0.0166016 0.0751953 0.0078125 
-0.000976563 0.0595703 -0.00195313 
0.0996094 0.0585938 0.0986328 
0.00390625 0.0576172 -0.00292969 
0.0214844 0.151367 -0.0410156 
-0.0322266 0.128906 -0.112305 
0.0214844 0.152344 -0.0400391 
0 0.0615234 0.000976563 
0.0273438 0.132813 -0.0322266 
0.0205078 0.150391 -0.0400391 
0.0195313 0.0517578 0.0400391 
0.0107422 0.0371094 0.0195313 
0 0.0625 0 
0.00976563 0.0449219 0.0185547 
0 0.0615234 0.000976563 
0.00390625 0.0664063 -0.00390625 
-0.000976563 0.0605469 -0.000976563 
0.0214844 0.154297 -0.0419922 
-0.000976563 0.0566406 -0.00292969 
0.0888672 0.104492 0.0820313 
-0.0400391 0.141602 -0.116211 
0.0214844 0.151367 -0.0419922 
0.00390625 0.0634766 0.0107422 
0.0244141 0.138672 -0.0341797 
0.00488281 0.0634766 0.00976563 
0.0556641 0.0917969 0.0166016 
0.00292969 0.0664063 0.00683594 
0.0927734 0.126953 0.0869141 
0.0214844 0.151367 -0.0410156 
0.0859375 0.0898438 0.0566406 
0.0205078 0.151367 -0.0429688 
0.0136719 0.0576172 0.0253906 
0.0126953 0.104492 0.00976563 
0.0224609 0.150391 -0.0400391 
0.0244141 0.143555 -0.0195313 
0.0205078 0.152344 -0.0429688 
0.00976563 0.0566406 0 
0.0351563 0.0888672 0.0898438 
0.120117 0.0654297 0.130859 
0.0146484 0.0576172 0.0263672 
0.0253906 0.142578 -0.0390625 
-0.000976563 0.0576172 -0.00195313 
0.00292969 0.0664063 0.00585938 
0.0214844 0.152344 -0.0419922 
0.00292969 0.0419922 -0.000976563 
0.00878906 0.0751953 -0.0117188 
0 0.0615234 0.000976563 
0.0253906 0.157227 -0.0244141 
0.00292969 0.0507813 0.0078125 
0.0107422 0.0742188 -0.00976563 
0.0410156 0.0478516 0.0859375 
0 0.0615234 0.000976563 
0.00292969 0.0625 0.000976563 
0.00292969 0.0419922 -0.00195313 
0.0078125 0.0712891 0 
0.0703125 0.160156 0.0410156 
-0.00195313 0.0488281 -0.00683594 
-0.00195313 0.0537109 -0.0244141 
0.000976563 0.0625 -0.0195313 
0.000976563 0.0615234 0.00195313 
0.0644531 0.0888672 0.0800781 
-0.000976563 0.0449219 -0.00488281 
-0.0078125 0.0791016 -0.00976563 
0.0214844 0.152344 -0.0419922 
0.00878906 0.0703125 0.0292969 
0 0.0615234 0 
0 0.0625 0 
0.0185547 0.00976563 0.0292969 
0.0185547 0.0253906 0.0332031 
-0.00390625 0.0751953 -0.00390625 
-0.0214844 0.105469 -0.0380859 
0.00195313 0.0683594 0.00585938 
0.0214844 0.15332 -0.0419922 
-0.0576172 0.103516 -0.0527344 
0.0458984 0.105469 0.0078125 
0.0576172 0.129883 0.00976563 
0 0.0625 0 
0.0126953 0.0302734 0.0224609 
-0.00390625 0.0458984 0.0390625 
0.0234375 0.145508 -0.0380859 
0.000976563 0.0683594 0.00390625 
0.0283203 0.129883 -0.0292969 
0.00195313 0.0585938 0.0117188 
0.00488281 0.0205078 -0.0175781 
0.00488281 0.0751953 -0.00195313 
0 0.0615234 0.000976563 
0 0.0625 0 
-0.000976563 0.0478516 -0.00585938 
0.0214844 0.149414 -0.0400391 
0 0.0625 0 
-0.00488281 0.078125 -0.0078125 
0.0224609 0.161133 -0.0380859 
0.0214844 0.152344 -0.0419922 
0.0205078 0.150391 -0.0410156 
0.0224609 0.157227 -0.0429688 
0 0.0615234 0 
-0.000976563 0.0605469 -0.000976563 
0.0136719 0.0585938 0.0263672 
0 0.0703125 0.00195313 
-0.000976563 0.0595703 -0.00195313 
0.0205078 0.0839844 0.0205078 
-0.00195313 0.0556641 -0.00292969 
-0.00292969 0.103516 0.00390625 
0.0380859 0.15332 0.0751953 
0.00683594 0.0644531 0.0146484 
0.0214844 0.152344 -0.0410156 
0.0429688 0.198242 0 
0.0175781 0.0390625 0.0302734 
0.0214844 0.151367 -0.0419922 
0 0.0703125 0.00195313 
0.0214844 0.152344 -0.0419922 
0.0234375 0.155273 -0.0410156 
0.00292969 0.0449219 0.00195313 
0.0585938 0.0878906 0.0185547 
0.00292969 0.0673828 0.00585938 
-0.0273438 0.147461 -0.0830078 
-0.046875 0.158203 -0.109375 
0 0.0625 0 
0.0927734 0.0859375 0.138672 
0.0214844 0.125 0.0712891 
0.0224609 0.15625 -0.0419922 
0.000976563 0.0429688 -0.00488281 
0.0166016 0.0703125 0.0146484 
0.00292969 0.0664063 0.00683594 
-0.000976563 0.0615234 -0.000976563 
0.00488281 0.0429688 0.000976563 
0.015625 0.0478516 0.0322266 
-0.00195313 0.0556641 0.000976563 
0 0.0615234 0.000976563 
-0.000976563 0.0576172 -0.00292969 
0 0.0625 0 
0.0224609 0.155273 -0.0419922 
0.00488281 0.0664063 -0.00390625 
0 0.0439453 -0.00390625 
0.00585938 0.0683594 -0.00390625 
0.0634766 0.0800781 0.0390625 
0.00683594 -0.00683594 0.0820313 
0.00195313 0.223633 -0.0214844 
0.00488281 0.0644531 0.00976563 
0 0.0625 0 
0.0224609 0.15332 -0.0410156 
0.0224609 0.15625 -0.0419922 
-0.0351563 0.0341797 -0.0839844 
0.0224609 0.15332 -0.0410156 
0.0263672 0.142578 -0.0390625 
0.00585938 0.0566406 -0.0195313 
0.0751953 0.101563 0.0546875 
-0.000976563 0.0605469 -0.00195313 
0.0283203 0.12207 0.00878906 
0.0595703 0.0585938 0.0615234 
0.00488281 0.0625 0.0107422 
0.0341797 0.0683594 0.0234375 
0.00585938 0.0947266 0.0126953 
0.0234375 0.15918 -0.0390625 
0.00390625 0.0517578 0.00878906 
0.00585938 0.0732422 -0.00976563 
0.0146484 0.0576172 0.0263672 
0 0.0625 0 
0.0664063 0.0947266 0.0400391 
0 0.0615234 0.000976563 
0 0.0615234 0 
0.00292969 0.0664063 0.00585938 
0.0351563 0.125977 -0.0214844 
0.0957031 0.0898438 0.117188 
0.0205078 0.15332 -0.0419922 
0.0234375 0.15918 -0.0390625 
0.00390625 0.0615234 0.0107422 
0.00390625 0.0654297 0.00878906 
0.0214844 0.169922 -0.0351563 
0.00390625 0.0664063 0.0078125 
0.00390625 0.0595703 -0.00488281 
0 0.0615234 0.000976563 
0.0302734 0.125977 -0.03125 
0.0205078 0.152344 -0.0429688 
-0.0078125 0.0751953 -0.0166016 
0.0410156 0.110352 0.0546875 
0.0625 0.106445 0.0351563 
0.0166016 0.0634766 0.0351563 
0.0234375 0.158203 -0.0380859 
0.0273438 0.147461 -0.0380859 
0.0566406 -0.0322266 0.143555 
-0.00292969 0.0498047 -0.00683594 
-0.0234375 0.0693359 0.0429688 
0.0224609 0.152344 -0.0410156 
0.0224609 0.157227 -0.0410156 
-0.015625 0.0302734 0.0380859 
0.0214844 0.158203 -0.0410156 
-0.000976563 0.0449219 0.0527344 
0.00585938 0.0673828 -0.00390625 
-0.000976563 0.0605469 -0.000976563 
0.0214844 0.152344 -0.0419922 
0.0224609 0.157227 -0.0410156 
0.0214844 0.152344 -0.0419922 
0.0449219 0.128906 -0.0322266 
0.03125 0.0390625 0.0791016 
0.0673828 0.123047 0.0244141 
0.0263672 0.121094 -0.0361328 
0.0253906 0.15625 -0.00195313 
0.0117188 0.0615234 0.0224609 
0.0214844 0.152344 -0.0419922 
0.00390625 0.0419922 -0.000976563 
0 0.0615234 0 
0.0107422 0.0380859 0.0195313 
